"Chromosome","Start","End","Gene"
"5",81727713,235240607,"Gene_734"
"16",267555995,267555995,"Gene_735"
"9",10964519,169408150,"Gene_736"
"4",50834408,120085300,"Gene_737"
"13",4773295,149754042,"Gene_738"
"4",185476219,185476219,"Gene_739"
"16",102564307,281623575,"Gene_740"
"5",233890851,233890851,"Gene_741"
"7",201430801,201430801,"Gene_742"
"7",286404877,286404877,"Gene_743"
"16",237673293,237673293,"Gene_744"
"4",83446005,239294342,"Gene_745"
"2",110641229,286041441,"Gene_746"
"1",274589153,274589153,"Gene_747"
"17",155719662,273526521,"Gene_748"
"5",201843514,201843514,"Gene_749"
"5",209650189,225742065,"Gene_750"
"2",151434213,151434213,"Gene_751"
"11",87728537,87728537,"Gene_752"
"2",31146980,240829328,"Gene_753"
"8",270211356,270211356,"Gene_754"
"15",252121555,252121555,"Gene_755"
"10",169214814,197985609,"Gene_756"
"X",39517003,185141906,"Gene_757"
"Y",270528616,270528616,"Gene_758"
"14",59649570,97351429,"Gene_759"
"15",234320769,234320769,"Gene_760"
"16",134345086,134345086,"Gene_761"
"9",232341977,232341977,"Gene_762"
"10",34133186,287356937,"Gene_763"
"7",30730677,153110792,"Gene_764"
"9",106685371,279246911,"Gene_765"
"X",98835843,227420578,"Gene_766"
"16",26427098,260348813,"Gene_767"
"18",139132929,280449306,"Gene_768"
"13",58125410,217145525,"Gene_769"
"18",262586104,262586104,"Gene_770"
"2",192139116,192139116,"Gene_771"
"9",81965740,81965740,"Gene_772"
"14",60938170,270171164,"Gene_773"
"8",221495390,251036080,"Gene_774"
"X",53023300,53023300,"Gene_775"
"X",159382441,159382441,"Gene_776"
"2",185629277,263118796,"Gene_777"
"7",76771612,204259233,"Gene_778"
"4",42914235,249464453,"Gene_779"
"18",232678902,232678902,"Gene_780"
"16",221770461,221770461,"Gene_781"
"X",226130258,226130258,"Gene_782"
"13",96959929,242023177,"Gene_783"
"6",88182221,88182221,"Gene_784"
"15",173600002,208870078,"Gene_785"
"2",59708494,182973269,"Gene_786"
"17",71917093,260570316,"Gene_787"
"16",171139989,171139989,"Gene_788"
"7",61109510,164665116,"Gene_789"
"11",23681310,140067206,"Gene_790"
"8",52642385,60480400,"Gene_791"
"12",167696199,167696199,"Gene_792"
"17",111040130,213492010,"Gene_793"
"8",77515529,115143897,"Gene_794"
"5",215681502,215681502,"Gene_795"
"1",205033888,205033888,"Gene_796"
"14",266493728,266493728,"Gene_797"
"8",194492582,202119324,"Gene_798"
"12",264507426,264507426,"Gene_799"
"18",80570975,220808272,"Gene_800"
"12",80259276,253839050,"Gene_801"
"5",232746262,232746262,"Gene_802"
"18",179680420,179680420,"Gene_803"
"12",14293470,205306117,"Gene_804"
"2",147450820,147450820,"Gene_805"
"10",254818654,254818654,"Gene_806"
"2",259474903,281543924,"Gene_807"
"7",89600925,139775429,"Gene_808"
"1",39784550,264431512,"Gene_809"
"14",131017284,132379307,"Gene_810"
"8",178975243,178975243,"Gene_811"
"2",21606252,189233478,"Gene_812"
"Y",3253925,142824292,"Gene_813"
"8",164215727,164215727,"Gene_814"
"8",31932973,273086198,"Gene_815"
"1",21353586,62635830,"Gene_816"
"3",77072648,89763504,"Gene_817"
"12",184350978,276394686,"Gene_818"
"17",59558400,59558400,"Gene_819"
"14",86517900,179355647,"Gene_820"
"X",285673598,285673598,"Gene_821"
"16",27000509,181646367,"Gene_822"
"10",41595228,41595228,"Gene_823"
"18",280776386,280776386,"Gene_824"
"18",291079488,291079488,"Gene_825"
"4",239221782,239221782,"Gene_826"
"X",283228010,283228010,"Gene_827"
"16",265762240,265762240,"Gene_828"
"7",48842056,161628096,"Gene_829"
"12",121645081,121645081,"Gene_830"
"6",160938513,225375606,"Gene_831"
"11",109747071,116780082,"Gene_832"
"18",92700805,285503887,"Gene_833"
"2",198364646,198364646,"Gene_834"
"7",178885317,178885317,"Gene_835"
"14",133116534,133116534,"Gene_836"
"17",152543961,152543961,"Gene_837"
"12",124679339,124679339,"Gene_838"
"6",145029826,219711987,"Gene_839"
"1",18126797,273807022,"Gene_840"
"6",142164592,248129110,"Gene_841"
"Y",24802337,255595763,"Gene_842"
"8",184492796,184492796,"Gene_843"
"5",52207460,163615490,"Gene_844"
"9",155266653,155266653,"Gene_845"
"16",176287286,176287286,"Gene_846"
"14",288039897,288039897,"Gene_847"
"9",233380268,233380268,"Gene_848"
"4",9652671,183471834,"Gene_849"
"9",186016732,292572755,"Gene_850"
"3",249815516,249815516,"Gene_851"
"4",244019275,244019275,"Gene_852"
"17",50401045,268058357,"Gene_853"
"11",173812603,173812603,"Gene_854"
"X",254010829,254010829,"Gene_855"
"Y",135866008,207034035,"Gene_856"
"10",156444356,259372469,"Gene_857"
"9",103333088,266219216,"Gene_858"
"3",5572997,100477617,"Gene_859"
"5",265193460,265193460,"Gene_860"
"4",67874906,103621584,"Gene_861"
"5",290264627,290264627,"Gene_862"
"16",212943652,239694827,"Gene_863"
"12",140378259,158154113,"Gene_864"
"5",97770705,97770705,"Gene_865"
"3",100317429,100317429,"Gene_866"
"X",245652585,245652585,"Gene_867"
"4",105531163,240401762,"Gene_868"
"10",81588260,197059286,"Gene_869"
"2",226937357,226937357,"Gene_870"
"Y",230027070,230027070,"Gene_871"
"3",170864389,273922047,"Gene_872"
"12",256322174,256322174,"Gene_873"
"5",19710953,237664569,"Gene_874"
"8",196092602,216531744,"Gene_875"
"X",192474514,192474514,"Gene_876"
"3",200490576,200490576,"Gene_877"
"9",262626590,262626590,"Gene_878"
"1",276928214,276928214,"Gene_879"
"4",133885768,133885768,"Gene_880"
"17",129105960,129105960,"Gene_881"
"12",132500706,132500706,"Gene_882"
"X",186631893,186631893,"Gene_883"
"12",197302464,197302464,"Gene_884"
"16",161120604,292808054,"Gene_885"
"Y",261110198,261110198,"Gene_886"
"5",189194087,189194087,"Gene_887"
"18",148953849,203543870,"Gene_888"
"11",9507704,169748433,"Gene_889"
"18",280368027,280368027,"Gene_890"
"3",130271044,130271044,"Gene_891"
"3",127658518,127658518,"Gene_892"
"14",85763919,145758276,"Gene_893"
"7",176739729,176739729,"Gene_894"
"9",82064791,261949176,"Gene_895"
"X",291238853,291238853,"Gene_896"
"7",39803675,92867481,"Gene_897"
"6",197664009,197664009,"Gene_898"
"3",104958478,290311064,"Gene_899"
"13",73452134,216797015,"Gene_900"
"18",12354707,175784299,"Gene_901"
"5",161007698,274864492,"Gene_902"
"3",170898241,247102853,"Gene_903"
"X",3696625,64884478,"Gene_904"
"16",254366578,262760635,"Gene_905"
"6",70722470,172090924,"Gene_906"
"13",248268491,248268491,"Gene_907"
"9",105321000,105321000,"Gene_908"
"2",49565111,82379465,"Gene_909"
"X",22209734,62363280,"Gene_910"
"10",180401731,267232276,"Gene_911"
"7",187199454,187199454,"Gene_912"
"16",283920697,283920697,"Gene_913"
"14",273417962,273417962,"Gene_914"
"5",199254490,199254490,"Gene_915"
"16",261151453,261151453,"Gene_916"
"Y",159577930,159577930,"Gene_917"
"8",197933097,229823758,"Gene_918"
"3",267680254,267680254,"Gene_919"
"16",99735696,99735696,"Gene_920"
"14",7792326,165789628,"Gene_921"
"8",220024531,220024531,"Gene_922"
"8",255956680,255956680,"Gene_923"
"X",64261936,69167391,"Gene_924"
"12",114306805,114306805,"Gene_925"
"6",130692030,267955836,"Gene_926"
"4",169289061,267736229,"Gene_927"
"10",150379562,150379562,"Gene_928"
"12",42916950,226834073,"Gene_929"
"6",71002869,149485949,"Gene_930"
"17",253778453,253778453,"Gene_931"
"10",38884361,114855882,"Gene_932"
"6",185772431,202467647,"Gene_933"
"1",38993047,129736099,"Gene_934"
"9",261189840,261189840,"Gene_935"
"4",56554262,232190803,"Gene_936"
"13",257394501,257394501,"Gene_937"
"4",199157229,199157229,"Gene_938"
"13",212100773,212100773,"Gene_939"
"2",282394493,282394493,"Gene_940"
"8",177054320,283857461,"Gene_941"
"16",134260766,134260766,"Gene_942"
"8",40514984,198731129,"Gene_943"
"11",73267592,181696444,"Gene_944"
"9",74310035,74310035,"Gene_945"
"7",115020863,288005931,"Gene_946"
"17",247575065,247575065,"Gene_947"
"18",52169706,52169706,"Gene_948"
"X",283260277,283260277,"Gene_949"
"1",74216782,86721706,"Gene_950"
"18",37535034,47491570,"Gene_951"
"8",184400815,184400815,"Gene_952"
"7",96781931,96781931,"Gene_953"
"11",148401712,148401712,"Gene_954"
"5",1060071,3337726,"Gene_955"
"10",111809003,263652607,"Gene_956"
"14",59811516,162534946,"Gene_957"
"4",287682737,287682737,"Gene_958"
"X",125957444,125957444,"Gene_959"
"1",178377376,178377376,"Gene_960"
"5",230398538,230398538,"Gene_961"
"13",191184578,191184578,"Gene_962"
"17",233361116,233361116,"Gene_963"
"4",145942113,196229102,"Gene_964"
"9",3171761,3498950,"Gene_965"
"Y",222332858,222332858,"Gene_966"
"6",58201166,180517445,"Gene_967"
"2",124527729,214846760,"Gene_968"
"7",196496581,196496581,"Gene_969"
"12",160817064,160817064,"Gene_970"
"8",274196854,274196854,"Gene_971"
"7",90433973,216538350,"Gene_972"
"7",19190691,274372990,"Gene_973"
"6",132065161,169037892,"Gene_974"
"8",42356387,266206565,"Gene_975"
"16",237829356,264038854,"Gene_976"
"13",117732560,175493618,"Gene_977"
"18",8530275,272707981,"Gene_978"
"16",255917862,255917862,"Gene_979"
"11",263677664,263677664,"Gene_980"
"1",86468580,86468580,"Gene_981"
"3",203172439,259482938,"Gene_982"
"18",173939363,173939363,"Gene_983"
"6",146923923,146923923,"Gene_984"
"Y",143476130,143476130,"Gene_985"
"14",37486522,220927466,"Gene_986"
"15",259408849,266268746,"Gene_987"
"Y",164290593,288523753,"Gene_988"
"X",49884119,240141297,"Gene_989"
"17",114403205,116052895,"Gene_990"
"14",121168928,143475954,"Gene_991"
"X",272064789,272064789,"Gene_992"
"7",238663927,238663927,"Gene_993"
"Y",176349933,176349933,"Gene_994"
"2",192516062,288003354,"Gene_995"
"14",102434532,158690651,"Gene_996"
"Y",79862142,132567565,"Gene_997"
"Y",78464580,78464580,"Gene_998"
"4",215267865,215267865,"Gene_999"
"Y",183384175,183384175,"Gene_1000"
"11",66552060,252104301,"Gene_1001"
"12",22346880,22346880,"Gene_1002"
"14",217262617,273928851,"Gene_1003"
"11",172754584,172754584,"Gene_1004"
"6",58371969,281430121,"Gene_1005"
"17",225716434,237962452,"Gene_1006"
"16",188338267,188338267,"Gene_1007"
"9",134267651,134267651,"Gene_1008"
"9",237459374,237459374,"Gene_1009"
"Y",241844468,241844468,"Gene_1010"
"Y",119687625,278761850,"Gene_1011"
"16",34042619,233656656,"Gene_1012"
"1",117724545,274434301,"Gene_1013"
"5",56891315,281705934,"Gene_1014"
"14",134470532,160488547,"Gene_1015"
"9",158046977,294906203,"Gene_1016"
"17",1860486,219420337,"Gene_1017"
"10",5343835,125380874,"Gene_1018"
"9",196949299,196949299,"Gene_1019"
"8",93674092,93674092,"Gene_1020"
"7",55077362,145198685,"Gene_1021"
"1",249035095,249035095,"Gene_1022"
"14",190353016,190353016,"Gene_1023"
"16",259570856,259570856,"Gene_1024"
"10",31727110,64682229,"Gene_1025"
"17",36671864,96265267,"Gene_1026"
"9",164843430,164843430,"Gene_1027"
"X",136944018,136944018,"Gene_1028"
"11",198947313,242038382,"Gene_1029"
"10",207940535,207940535,"Gene_1030"
"13",136018294,140784530,"Gene_1031"
"11",236499152,236499152,"Gene_1032"
"6",151436322,151436322,"Gene_1033"
"X",103112383,187397570,"Gene_1034"
"14",53366567,53366567,"Gene_1035"
"11",123982708,123982708,"Gene_1036"
"13",9167501,250587065,"Gene_1037"
"17",173733965,263198132,"Gene_1038"
"1",31704460,92028123,"Gene_1039"
"16",107725625,231200293,"Gene_1040"
"1",15785465,142858586,"Gene_1041"
"X",170730096,170730096,"Gene_1042"
"18",12265157,93883886,"Gene_1043"
"3",208237362,208237362,"Gene_1044"
"15",137839323,218353313,"Gene_1045"
"13",210710100,237443652,"Gene_1046"
"11",196962145,230043207,"Gene_1047"
"9",234939070,234939070,"Gene_1048"
"2",264205071,264205071,"Gene_1049"
"1",132814367,132814367,"Gene_1050"
"15",89415196,225682055,"Gene_1051"
"8",31219027,265779835,"Gene_1052"
"14",78351699,78351699,"Gene_1053"
"4",173830428,173830428,"Gene_1054"
"4",217517909,274534759,"Gene_1055"
"3",104409623,255444900,"Gene_1056"
"Y",170381914,170381914,"Gene_1057"
"5",79889203,95676111,"Gene_1058"
"8",15315287,50636078,"Gene_1059"
"2",111597438,152109761,"Gene_1060"
"5",285003005,285003005,"Gene_1061"
"X",142913561,142913561,"Gene_1062"
"11",273356194,273356194,"Gene_1063"
"2",136523223,148053639,"Gene_1064"
"Y",279703243,282567870,"Gene_1065"
"4",147929937,147929937,"Gene_1066"
"5",284739341,284739341,"Gene_1067"
"11",232861113,232861113,"Gene_1068"
"1",22637672,267136219,"Gene_1069"
"13",277376102,277376102,"Gene_1070"
"1",58270181,58270181,"Gene_1071"
"11",152109709,288135790,"Gene_1072"
"4",37627527,183156328,"Gene_1073"
"9",115861275,115861275,"Gene_1074"
"16",78395480,78395480,"Gene_1075"
"3",209893776,242354830,"Gene_1076"
"18",145029732,234802919,"Gene_1077"
"8",233551386,246119436,"Gene_1078"
"10",168941605,168941605,"Gene_1079"
"11",175973025,175973025,"Gene_1080"
"5",23633008,122922003,"Gene_1081"
"13",287294049,287294049,"Gene_1082"
"7",110154389,264650481,"Gene_1083"
"15",282720242,282720242,"Gene_1084"
"4",155306430,205287592,"Gene_1085"
"2",67458622,226679163,"Gene_1086"
"1",176222428,176222428,"Gene_1087"
"6",290103948,290103948,"Gene_1088"
"18",28041996,133670893,"Gene_1089"
"3",100811753,100811753,"Gene_1090"
"5",92300900,294312768,"Gene_1091"
"7",4876518,88894186,"Gene_1092"
"6",253177210,253177210,"Gene_1093"
"X",136209517,251196864,"Gene_1094"
"9",102648488,197550908,"Gene_1095"
"5",258880685,258880685,"Gene_1096"
"7",238230757,238230757,"Gene_1097"
"7",3518109,237301608,"Gene_1098"
"12",64557778,288210896,"Gene_1099"
"Y",145192084,145192084,"Gene_1100"
"18",41678118,264447158,"Gene_1101"
"7",114446246,172451956,"Gene_1102"
"10",75351997,287838669,"Gene_1103"
"9",194167041,274056344,"Gene_1104"
"16",117980776,285437865,"Gene_1105"
"8",101989866,133982398,"Gene_1106"
"5",120413974,153581707,"Gene_1107"
"Y",139688314,139688314,"Gene_1108"
"3",257851230,257851230,"Gene_1109"
"2",1310711,161056115,"Gene_1110"
"6",146555456,154257405,"Gene_1111"
"10",30342513,214219204,"Gene_1112"
"17",2071589,6891562,"Gene_1113"
"12",46224944,288103003,"Gene_1114"
"10",91522141,127995352,"Gene_1115"
"4",198145232,198145232,"Gene_1116"
"X",207897920,207897920,"Gene_1117"
"12",176867805,176867805,"Gene_1118"
"6",231718777,231718777,"Gene_1119"
"11",66428930,211088020,"Gene_1120"
"18",160673429,203007116,"Gene_1121"
"Y",274819073,274819073,"Gene_1122"
"11",170305491,170305491,"Gene_1123"
"18",218292353,218292353,"Gene_1124"
"14",145874639,254742622,"Gene_1125"
"1",235167425,235167425,"Gene_1126"
"8",104917193,169039939,"Gene_1127"
"10",2153095,121889064,"Gene_1128"
"4",251161555,251161555,"Gene_1129"
"9",178818067,178818067,"Gene_1130"
"10",265891885,265891885,"Gene_1131"
"10",216730193,216730193,"Gene_1132"
"4",77566158,77566158,"Gene_1133"
"5",159099530,159099530,"Gene_1134"
"18",241819351,241819351,"Gene_1135"
"Y",110652161,190323181,"Gene_1136"
"6",10872759,40318384,"Gene_1137"
"5",267930656,267930656,"Gene_1138"
"17",139965074,263356951,"Gene_1139"
"14",124955100,124955100,"Gene_1140"
"15",122674376,253464055,"Gene_1141"
"14",27150866,32610960,"Gene_1142"
"Y",114055250,261516059,"Gene_1143"
"3",44240321,175065377,"Gene_1144"
"5",117588743,281979427,"Gene_1145"
"17",30963336,211708496,"Gene_1146"
"15",151871261,151871261,"Gene_1147"
"10",274168377,274168377,"Gene_1148"
"7",32558736,183010700,"Gene_1149"
"4",271201078,271201078,"Gene_1150"
"15",42859859,66701077,"Gene_1151"
"16",120393248,269195662,"Gene_1152"
"13",138578709,145278040,"Gene_1153"
"10",189506617,222113646,"Gene_1154"
"18",88262517,134963539,"Gene_1155"
"11",203238758,209181974,"Gene_1156"
"8",95095079,225668391,"Gene_1157"
"3",45036148,45036148,"Gene_1158"
"15",206125878,226966266,"Gene_1159"
"15",237503691,237503691,"Gene_1160"
"2",96483563,113729067,"Gene_1161"
"18",281794145,281794145,"Gene_1162"
"3",138005189,176819053,"Gene_1163"
"2",282285329,282285329,"Gene_1164"
"9",204840121,204840121,"Gene_1165"
"15",47771525,47771525,"Gene_1166"
"9",23962217,25156224,"Gene_1167"
"14",287027323,294679796,"Gene_1168"
"12",255348762,255348762,"Gene_1169"
"15",163986006,163986006,"Gene_1170"
"18",227555090,227555090,"Gene_1171"
"Y",262733635,262733635,"Gene_1172"
"17",129965569,240770363,"Gene_1173"
"12",248846793,248846793,"Gene_1174"
"12",180673976,241644586,"Gene_1175"
"14",276247355,276247355,"Gene_1176"
"9",280131883,280131883,"Gene_1177"
"10",20704850,290647591,"Gene_1178"
"9",222547029,222547029,"Gene_1179"
"6",19703261,44819291,"Gene_1180"
"5",259727684,259727684,"Gene_1181"
"4",133926896,133926896,"Gene_1182"
"4",130600835,139609231,"Gene_1183"
"11",17535510,87867468,"Gene_1184"
"3",82103615,82103615,"Gene_1185"
"11",225301371,225301371,"Gene_1186"
"13",243459464,243459464,"Gene_1187"
"15",161193596,161193596,"Gene_1188"
"Y",218766411,218766411,"Gene_1189"
"Y",8040031,124849383,"Gene_1190"
"17",281774195,281774195,"Gene_1191"
"X",124897963,124897963,"Gene_1192"
"9",12488773,188305090,"Gene_1193"
"18",20733386,91391377,"Gene_1194"
"3",278269840,278269840,"Gene_1195"
"7",172609597,172609597,"Gene_1196"
"12",127261344,127261344,"Gene_1197"
"1",17745080,122592793,"Gene_1198"
"2",287648584,287648584,"Gene_1199"
"11",52442069,262828189,"Gene_1200"
"4",141027478,141027478,"Gene_1201"
"7",141167578,141167578,"Gene_1202"
"15",42773351,281821509,"Gene_1203"
"17",230786212,230786212,"Gene_1204"
"17",205790913,205790913,"Gene_1205"
"1",248088005,263184146,"Gene_1206"
"5",87274735,111984316,"Gene_1207"
"15",84420886,84420886,"Gene_1208"
"16",95557854,95557854,"Gene_1209"
"13",175309535,175309535,"Gene_1210"
"6",101698511,294713031,"Gene_1211"
"X",224315838,224315838,"Gene_1212"
"2",189520920,189520920,"Gene_1213"
"18",54432144,254289664,"Gene_1214"
"15",263061138,263061138,"Gene_1215"
"2",77923473,77923473,"Gene_1216"
"X",272051634,272051634,"Gene_1217"
"5",98000031,214719668,"Gene_1218"
"13",190426618,279701484,"Gene_1219"
"13",196621151,196621151,"Gene_1220"
"14",125445204,125445204,"Gene_1221"
"14",50435819,146298308,"Gene_1222"
"Y",70924205,211894308,"Gene_1223"
"18",230065782,230065782,"Gene_1224"
"8",69133778,143895564,"Gene_1225"
"17",222349070,222349070,"Gene_1226"
"18",146419548,146419548,"Gene_1227"
"17",24309353,48796011,"Gene_1228"
"13",244916207,244916207,"Gene_1229"
"7",203602073,203602073,"Gene_1230"
"3",61137930,72936089,"Gene_1231"
"17",151018925,197734234,"Gene_1232"
"5",268583540,284877159,"Gene_1233"
"5",95759340,100384917,"Gene_1234"
"8",166511262,166511262,"Gene_1235"
"7",249950853,249950853,"Gene_1236"
"13",225056542,225056542,"Gene_1237"
"13",282264746,282264746,"Gene_1238"
"15",54304891,54304891,"Gene_1239"
"16",237912715,250681501,"Gene_1240"
"7",124182360,124182360,"Gene_1241"
"18",170875299,262248777,"Gene_1242"
"14",179484372,179484372,"Gene_1243"
"13",119667008,204710507,"Gene_1244"
"Y",205558691,274886290,"Gene_1245"
"7",108545573,238814315,"Gene_1246"
"8",38673990,208106480,"Gene_1247"
"10",249781345,249781345,"Gene_1248"
